model,description,min_price,avr_price,max_price
Lenovo Legion 5 15ACH6H (82JU00HXPB),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 / SSD: 1000 ГБ / 2,4 кг / ОС: DOS",67999,76334,90160
ASUS ZenBook Pro Duo 15 OLED UX582LR (UX582LR-H2004T),"Ноутбук / Класичний / 15,6"" / OLED / 3840x2160 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8GB GDDR6 / SSD: 1000 ГБ / 2,35 кг / ОС: Windows 10 Home",0,80999,0
ASUS ASUS ROG Strix G15 G513QR (G513QR-HF003W),"Ноутбук / Класичний / 15,6"" / EWV / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 / SSD: 1024 ГБ / 2,3 кг / ОС: Windows 11 Home",69349,70754,74318
MSI Stealth 15M A11UEK (15MA11UEK-012US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11375H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,25 кг / ОС: Windows 10 Home",60487,60781,61074
Acer Nitro 5 AN515-45-R5HB (NH.QBCEX.02F),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 256 ГБ / 2,3 кг / ОС: Windows 11 Home",54800,55992,56862
MSI GP66 Leopard 11UH (GP6611UH-445US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 8 Гб GDDR6 / SSD: 512 ГБ / 2,38 кг / ОС: Windows 10 Home",90800,92974,94365
Alienware m15 R7 (Alienware0141V2-Dark),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080Ti, 16 ГБ / SSD: 1000 ГБ / 2,69 кг / ОС: Windows 11 Home",163480,174599,187803
Alienware x15 R2 (Alienware0136V2-Lunar),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080Ti, 16 ГБ / SSD: 1000 ГБ / 2,35 кг / ОС: Windows 11 Home",181689,203843,225365
Dell G15 5520 (Inspiron-5520-4285-3yNBD),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,52 кг / ОС: Windows 11 Home",0,68999,0
Dell G15 5525 (Inspiron-5525-8410),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / AMD Ryzen 7 6800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,55 кг / ОС: Windows 11 Home",65760,69742,74176
Dell XPS 17 9720 (XPS0292V),"Ноутбук / Класичний / 17"" / WVA / 3840x2400 / Intel Core i9-12900HK / 3,8 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,42 кг / ОС: Windows 11 Home",143510,153785,164326
Dream Machines RS3080-17 (RS3080-17UA51),"Ноутбук / Класичний / 17,3"" / WVA / 2560x1440 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 ГБ / SSD: 1024 ГБ / 2,5 кг / ОС: DOS",143181,156520,164048
Dream Machines RT3080-15 (RT3080-15UA56),"Ноутбук / Класичний / 15,6"" / WVA / 2560x1440 / AMD Ryzen 9 6900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 16 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: DOS",116719,127413,133741
ASUS ROG Zephyrus G14 GA401IV (GA401IV-91610LWR),"Ноутбук / Класичний / 14"" / IPS / 2560x1440 / AMD Ryzen 9 4900HS / 3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, Max-Q 6 ГБ GDDR6 / SSD: 1000 ГБ / 1,7 кг / ОС: Windows 10 Pro",57999,58487,59950
ASUS ROG Zephyrus S17 GX703HS (GX703HS-XH98),"Ноутбук / Класичний / 17,3"" / 2560x1440 / Intel Core i9-11900H / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 16 Гб GDDR6 / SSD: 1000 ГБ / 2,6 кг / ОС: Windows 10 Pro / 08.2022",0,165999,0
Dell G15 5511 GAMING Special Edition (3N5J9L3),"Ноутбук / Класичний / 15,6"" / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 Гб / SSD: 512 ГБ / ОС: Windows 11 Home / 08.2022",0,56949,0
Alienware M15 R6 (AWM15R6-7712BLK-PUS),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 8 ГБ / SSD: 512 ГБ / 2,69 кг / ОС: Windows 11 Home",74515,76996,80509
ASUS ROG Zephyrus G15 GA503QR (GA503QR-HQ060R),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / AMD Ryzen 9 5900HS / 3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070 / SSD: 1000 ГБ / 1,9 кг / ОС: Windows 10 Pro",0,98534,0
Razer Blade 15 (RZ09-0421PEC3-R3E1),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-12800H / 1,8 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti / SSD: 1000 ГБ / 2,02 кг / ОС: Windows 11 Home",143320,148329,149999
HP OMEN 17-ck0404nw (4H3A9EA),"Ноутбук / Класичний / 17,3"" / IPS / 2560x1440 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,78 кг / ОС: DOS",0,62480,0
ASUS ROG Zephyrus Duo 16 GX650RS (GX650RS-LO051W),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 9 6900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 8 ГБ / SSD: 4000 ГБ / 2,5 кг / ОС: Windows 11 Home",166654,169698,175000
ASUS ZenBook Pro Duo 15 UX582LR (UX582LR-H2013T),"Ноутбук / Класичний / 15,6"" / IPS / 3840x2160 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 1000 ГБ / 2,34 кг / ОС: Windows 10 Home",80999,82237,85950
Acer Nitro 5 AN515-58 (NH.QFMEU.008),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 16 ГБ / nVidia GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,5 кг / ОС: UEFI Shell",62520,64379,64999
GIGABYTE AORUS 17 (KE4-72EE514SO),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,7 кг / ОС: Windows 11 Home",75700,76679,80767
Lenovo Legion 5 15ACH6H (82JU00TQPB),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 11 Home",67999,69191,69999
HP ENVY 16-h0112nr (669A3UA),"Ноутбук / Класичний / 16"" / OLED / 3840x2400 / Intel Core i7-12700H / 1,7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 Гб GDDR6 / SSD: 1000 ГБ / 2.68 кг / ОС: Windows 11 Home",0,96292,0
MSI Creator Z16P B12UHST (B12UHST-039),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / Intel Core i9-12900H / 1,8 ГГц / ОЗП: 64 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 Гб GDDR6 / SSD: 2000 ГБ / 2.4 кг / ОС: Windows 11 Pro",0,228707,0
Acer Nitro 5 AN517-55 Obsidian Black (NH.QFWEU.00A),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 3 кг / ОС: DOS",72999,74589,79359
MSI GS66 Stealth 12UHS (GS6612UHS-099UK),"Ноутбук / Класичний / 15,6"" / IPS / 3840x2160 / Intel Core i9-12900H / 1,8 ГГц / ОЗП: 32 ГБ / NVIDIA GEFORCE RTX 3080TI / SSD: 2000 ГБ / 2,1 кг / ОС: Windows 11 Pro",0,150999,0
MSI Creator 15 A10UGT (A10UGT-490PL),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 2000 ГБ / 2,1 кг / ОС: Windows 10 Pro",80999,83146,86670
MSI Creator Z16 A11UE (A11UE-020XES),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: Windows 10 Pro",0,79999,0
MSI GP66 Leopard 10UE (GP6610UE-059PT),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 10 Pro",55999,57744,60653
MSI GS66 Stealth 11UE (GS6611UE-075UK),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,1 кг / ОС: Windows 10 Pro",0,60999,0
Alienware m15 R4 (AWM15R4-7819WHT-PUS),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060 6 ГБ GDDR6 / SSD: 512 ГБ / 2,5 кг / ОС: Windows 10 Home",69200,70439,72025
Lenovo Legion 5 15ITH6H (82JH00BFPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,4 кг / ОС: DOS",55499,55742,55985
ASUS ROG Strix SCAR 15 G533ZX (G533ZX-LN045W),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i9-12900H / 3,8 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 11 Home",127999,131121,141510
MSI Sword 15 A12UE (A12UE-605),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-12650H / 2.3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 Гб GDDR6 / SSD: 1000 ГБ / 2.1 кг / ОС: Windows 11 Home",0,55822,0
HP OMEN 15-en1010nr (3T0Z5UA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 8 ГБ / NVIDIA GeForce RTX 3060, 6 Гб GDDR6 / SSD: 512 ГБ / 2,46 кг / ОС: Windows 11 Home",0,54000,0
MSI GE75 Raider 10SE (GE7510SE-481CA),"Ноутбук / Класичний / 17,3"" / IPS-Level / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / HDD: 1000 ГБ / SSD: 512 ГБ / 2,6 кг",0,52649,0
Alienware M15 R6 (AWM15R6-7729BLK-PUS),"Ноутбук / Класичний / 15,6"" / SVA / 2560x1440 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 8 ГБ / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 10 Home",95985,98996,99999
Lenovo Legion S7 15ACH6 (82K80065PB),"Ноутбук / Класична / 15,6"" / IPS / 2560x1440 / AMD Ryzen 7 5800H / 3.2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 / SSD: 1000 ГБ / 1.9 кг / ОС: Windows 10 Home",0,61480,0
Acer Nitro 5 AN515-58-53F4 (NH.QFMEP.005),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-12500H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 GB GDDR6 / SSD: 512 ГБ / 2,5 кг / ОС: Windows 11 Home",54537,56778,58893
Dell G15 5520 Gaming Camo Green (G5520-7983GRE-PUS),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 512 ГБ / 2,52 кг / ОС: Windows 11 Home",0,68999,0
Dream Machines RG3060-15UA32,"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i5-12500H / 2,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB / SSD: 1000 ГБ / 2,2 кг / ОС: DOS",55999,58266,61070
Dream Machines RG3060-15UA37,"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB / SSD: 1000 ГБ / 2,2 кг / ОС: DOS",0,76999,0
Razer Blade 17 (RZ09-0423EEA3-R3E1),"Ноутбук / Класичний / 17,3"" / IPS / 2560x1440 / Intel Core i7-12800H / 1,8 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,75 кг / ОС: Windows 11 Home",0,119000,0
MSI Pulse GL66 12UEK-688 (PulseGL6612688),"Ноутбук / Класичний / 15,6"" / 1920x1080 / Intel Core i9-12900H / 1,8 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 Гб GDDR6 / SSD: 1000 ГБ / 2,25 кг / ОС: Windows 11 Pro / 07.2022",89999,91426,95707
Dream Machines RT3070-17 (RT3070-17UA29),"Ноутбук / Класичний / 17,3"" / WVA / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 1000 ГБ / 2,5 кг / ОС: DOS",0,108899,0
Dream Machines RG3060-15 (RG3060-15UA21),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i5-11400H / 2,7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ / SSD: 1000 ГБ / 5 кг / ОС: DOS",52400,54400,56999
MSI GP76 Leopard 11UG (GP11UG-076US),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,9 кг / ОС: Windows 10 Home",79949,79987,79999
Dell G15 5515 (5515-R1866A),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,41 кг / ОС: Windows 10 Home",53288,55675,59808
HP Victus 16-E0085 (50U25UA),"Ноутбук / Класичний / 16,1"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 Гб / SSD: 1000 ГБ / 2,46 кг / ОС: Windows 11 Home",58950,59823,61074
HP Omen 15-EK1075 (50V63UA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 Гб / SSD: 1000 ГБ / 2,45 кг / ОС: Windows 11 Home",74950,76427,78368
Acer Nitro 5 AN515-57-71RC (NH.QEWAA.001),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,2 кг / ОС: Windows 11 Home",52150,56061,69160
HP OMEN 16-n0797nr (6K7W9UA),"Ноутбук / Класичний / 16,1"" / IPS / 1920x1080 / AMD Ryzen 7 6800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 Гб GDDR6 / SSD: 1000 ГБ / 2,34 кг / ОС: Windows 11 Home",67999,82729,88256
Lenovo Legion 5 15ITH6H (82JH00BHPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-11400H / 2,7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,4 кг / ОС: Windows 11 Home",48660,49449,52118
Acer Predator Triton 500 SE PT516-52S-79ST (NH.QFRAA.001),"Ноутбук / Класичний / 16"" / 2560x1600 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 Гб GDDR6 / SSD: 2000 ГБ / 2,4 кг / ОС: Windows 11 Home / 08.2022",0,159600,0
Acer Predator Triton 500 SE PT516-52S-91UX (NH.QFRAA.002),"Ноутбук / Класичний / 16"" / 2560x1600 / Intel Core i9-12900H / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 Гб GDDR6 / SSD: 2000 ГБ / 2,4 кг / ОС: Windows 11 Home / 08.2022",0,186147,0
MSI Raider GE77Hx (RAIDERGE7712003),"Ноутбук / Класичний / 17,3"" / 3840x2160 / Intel Core i7-12800HX / 1,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 Гб GDDR6 / SSD: 1000 ГБ / 2.89 кг / ОС: Windows 11 Pro / 08.2022",0,188807,0
MSI Raider GE77HX (RAIDERGE7712083),"Ноутбук / Класичний / 17,3"" / 1920x1080 / Intel Core i7-12800HX / 1,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 Гб GDDR6 / SSD: 1000 ГБ / 2.89 кг / ОС: Windows 11 Home / 08.2022",0,159547,0
MSI TITAN GT77 12UHS-007 (TITANGT7712007),"Ноутбук / Класичний / 17,3"" / 3840x2160 / Intel Core i7-12800HX / 1,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 Гб GDDR6 / SSD: 1000 ГБ / 3.09 кг / ОС: Windows 11 Pro / 08.2022",0,223387,0
HP OMEN 15-ek1009ur (3B4R4EA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 Max-Q, 8 ГБ / SSD: 512 ГБ / 2,45 кг / ОС: DOS",73754,74050,74499
MSI Pulse GL66 11UEK (GL6611UEK-036NL),"Ноутбук / Класичний / 15,6"" / IPS-level / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 / SSD: 1000 ГБ / 2,25 кг / ОС: Windows 10 Home",52970,65427,69579
GIGABYTE G5 KD Black (G5_KD-52RU123SD),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-11400H / 2,7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 Max-Q, 6 ГБ / SSD: 512 ГБ / 2,18 кг / ОС: DOS",0,52999,0
HP Victus 16-e0234nw (4J6C2EA),"Ноутбук / Класичний / 16,1"" / IPS / 2560x1440 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,39 кг / ОС: DOS",52970,54193,54999
Alienware M15 R6 (AWM15R6-7705BLK-PUS),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,4 кг / ОС: Windows 10 Home",0,69999,0
Alienware M15 R6 (Alienware0128V2-Dark),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070 / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 11 Home",81970,90242,92999
Lenovo Legion 5 17ACH6H (82JY008VPB),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,98 кг / ОС: DOS",0,63480,0
Alienware m17 R4 (AWM17R4-7832WHT-PUS),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / ОС: Windows 10 Home / колір: сріблястий",0,80999,0
MSI Katana GF66 11UE Black (GF66 11UE-639XUA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-11400H / 2,7 ГГц / ОЗП: 8 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,25 кг / ОС: DOS",54440,54797,54999
MSI Stealth 15M A11UEK (A11UEK-010US),"Ноутбук / Класичний / 15,6"" / IPS-level / 1920x1080 / Intel Core i7-11375H / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 1,69 кг / ОС: Windows 10 Home",61999,64023,69999
HP Victus 16-d0114nw (4H3X7EA),"Ноутбук / Класичний / 16,1"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 GB GDDR6 / SSD: 512 ГБ / 2,44 кг / ОС: DOS",54970,54992,54999
MSI Creator Z16P B12UHST (B12UHST-022PL),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / Intel Core i9-12900H / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080Ti, 16 ГБ / SSD: 2000 ГБ / 2,39 кг / ОС: Windows 11 Pro",155470,169885,190169
Alienware x15 R1 (AWX15R1-7456WHT-PUS),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 512 ГБ / 2,3 кг / ОС: Windows 10 Home",82960,82989,82999
Alienware x17 R1 (Alienware132v2-Lunar),"Ноутбук / Класичний / 17,3"" / IPS / 3840x2160 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 64 ГБ / NVIDIA GeForce RTX 3080, 16 ГБ / SSD: 2000 ГБ / 3,2 кг / ОС: Windows 11 Home",149999,163373,203493
Alienware x17 R1 17R1-3926 (17R1-3926),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 512 ГБ / 3,2 кг / ОС: Windows 10 Home",0,110999,0
Lenovo Legion 5 15ACH6H (82JU00JUPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 10 Home",68480,69619,69999
Razer Blade 15 Advanced Model (RZ09-0409KED3),"Ноутбук / Класичний / 15,6"" / 2560x1440 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 8 Гб GDDR6 / SSD: 1000 ГБ / 2 кг / ОС: Windows 11 Home / 05.2022",0,129999,0
Razer Blade 17 (RZ09-0423PEC3-R3U1),"Ноутбук / Класичний / 17,3"" / 1920x1080 / Intel Core i7-12800H / 1,8 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti, 8 Гб DDR6 / SSD: 1000 ГБ / 2.75 кг / ОС: Windows 11 Home / 05.2022",0,212747,0
Razer Blade 17 (RZ09-0423PED3-R3U1),"Ноутбук / Класичний / 17,3"" / 2560x1440 / Intel Core i7-12800H / 1,8 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 Гб DDR6 / SSD: 1000 ГБ / 2.75 кг / ОС: Windows 11 Home / 05.2022",0,202160,0
ASUS ROG Strix SCAR 15 G533ZX (G533ZX-LN043W),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i9-12900H / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 11 Home",128470,128492,128499
GIGABYTE AERO 16 KE5 (KE5-72EE934HQ),"Ноутбук / Класичний / 16"" / AMOLED / 3840x2400 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 11 PRO",89480,94137,104226
MSI Raider GE66 12UHS-236 GAMING (RaiderGE6612236),"Ноутбук / Класичний / 15,6"" / 2560x1440 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 ГБ GDDR6 / SSD: 1000 ГБ / 2.38 кг / ОС: Windows 11 Home / колір: чорний",124950,135153,154227
MSI Raider GE66 12UHS-235 GAMING (RaiderGE6612235),"Ноутбук / Класичний / 15,6"" / 3840x2160 / Intel Core i9-12900HK / 1,8 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 TI, 16 ГБ / SSD: 1000 ГБ / 2.38 кг / ОС: Windows 11 Home / 05.2022",164999,166961,172847
ASUS TUF Gaming F15 TUF506HM (TUF506HM-BS74),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,3 кг / ОС: Windows 10 Pro",61950,63409,65735
